#;Player;Pos;Team;FPT;CR;GP;MIN;ST;PTS;REB;AST;STL;BLK;BA;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;TOV;PF;FD;+/-
1;M. Lessort;C;PAO;21.1;18.7;41;29.7;29;13.9;6.3;1.4;1.0;0.9;0.5;5.0;8.0;62.4;0.0;0.0;0.0;4.0;6.5;60.7;2.3;4.0;1.8;2.7;6.7;0.0
2;S. Larkin;G;EFS;21.0;0.0;35;31.6;33;16.8;2.8;5.1;1.1;0.1;0.3;5.3;11.5;46.0;2.5;6.4;39.1;3.7;4.1;90.8;0.2;2.7;1.9;1.4;4.3;0.0
3;M. James;G;ASM;20.8;0.0;39;31.7;39;17.9;4.1;5.1;1.2;0.1;0.5;5.9;13.9;42.6;2.2;6.0;37.2;3.8;4.9;77.2;0.5;3.6;2.1;1.8;4.7;0.0
4;W. Baldwin Iv;G;MTA;20.3;0.0;30;27.6;30;17.4;2.5;4.9;1.0;0.2;0.2;5.7;12.4;45.6;1.4;3.7;39.1;4.6;5.5;84.8;0.3;2.2;2.6;1.9;5.5;0.0
5;N. Mirotic;F;EA7;19.7;0.0;21;26.5;17;16.9;5.7;0.9;0.8;0.3;0.3;5.4;10.2;52.6;2.2;5.2;41.8;4.0;4.7;84.7;1.8;3.9;1.7;2.2;4.0;0.0
6;C. Moneke;F;BKN;19.5;0.0;34;24.7;7;13.6;6.6;1.4;1.1;0.5;0.5;4.5;8.5;53.1;0.9;2.5;35.3;3.6;4.7;76.4;2.1;4.5;2.0;1.6;4.4;0.0
7;K. Evans;G;ZAL;19.1;0.0;34;27.4;34;17.3;2.8;3.9;1.2;0.1;0.5;5.5;11.5;48.1;2.4;5.6;43.5;3.8;4.2;89.5;0.5;2.3;2.3;2.4;4.7;0.0
8;T. Shengelia;F;VIR;18.3;0.0;33;27.4;31;14.5;5.0;3.3;1.0;0.2;0.5;5.2;10.5;49.1;0.8;3.0;25.5;3.5;4.4;78.8;1.4;3.7;2.7;2.5;5.2;0.0
9;F. Campazzo;G;RMB;18.1;15.6;37;25.3;36;11.5;2.9;6.5;1.3;0.0;0.2;3.7;8.2;45.2;1.3;4.0;32.2;2.8;3.2;86.6;0.6;2.3;2.4;2.4;4.5;0.0
10;J. Nebo;C;MTA;17.8;0.0;39;23.7;39;11.2;7.1;0.6;0.6;0.9;0.3;4.4;6.5;66.7;0.0;0.0;0.0;2.4;3.4;71.4;3.1;4.0;0.9;1.8;2.5;0.0
11;K. Sloukas;G;PAO;17.6;15.6;34;26.2;15;12.7;3.2;5.6;0.8;0.0;0.4;4.0;8.1;50.0;1.7;4.2;41.5;2.9;3.4;85.3;0.6;2.6;2.3;1.8;3.0;0.0
12;S. Shields;F;EA7;17.5;0.0;29;30.4;28;15.7;3.7;2.8;1.3;0.1;0.2;5.5;11.5;47.6;2.6;6.6;38.9;2.2;2.7;82.1;0.7;3.1;2.1;1.7;3.6;0.0
13;J. Thiemann;C;BER;16.8;0.0;29;25.0;24;12.7;5.3;1.9;0.8;0.1;0.9;4.3;8.8;48.4;0.8;2.2;34.4;3.4;4.3;78.6;1.5;3.8;1.7;1.2;4.9;0.0
14;N. Hayes-davis;F;FBB;16.6;14.6;37;31.5;36;13.8;4.6;1.7;1.0;0.2;0.3;4.8;10.1;46.9;1.8;4.9;37.2;2.4;2.9;83.2;1.5;3.1;1.2;2.1;3.9;0.0
15;S. Ibaka;C;BAY;16.4;0.0;28;24.7;26;12.6;6.8;1.2;0.5;1.3;0.3;5.3;8.9;59.8;0.9;1.8;48.0;1.1;1.7;66.7;2.0;4.8;1.6;2.9;2.3;0.0
16;W. Tavares;C;RMB;16.2;14.9;34;22.9;33;9.4;6.5;1.4;0.7;1.5;0.1;3.6;5.9;60.7;0.0;0.0;0.0;2.2;3.0;73.8;2.3;4.2;1.7;2.6;3.0;0.0
17;J. Vesely;C;BAR;15.9;0.0;38;21.9;37;12.3;4.3;1.3;1.0;0.5;0.3;4.9;8.0;61.0;0.1;0.2;28.6;2.5;3.1;79.8;1.9;2.4;1.1;2.5;3.1;0.0
18;D. Musa;F;RMB;15.7;14.2;38;21.0;29;13.5;2.7;2.2;0.3;0.2;0.4;4.5;8.6;52.3;1.6;3.8;41.3;3.0;3.6;81.9;0.7;2.1;1.2;1.2;3.0;0.0
19;C. Miller-mcintyre;G;BKN;15.7;0.0;39;29.5;36;9.6;4.4;7.3;0.9;0.1;0.6;3.7;7.8;46.7;0.7;2.4;29.0;1.5;2.2;69.8;0.6;3.8;2.6;2.2;2.8;0.0
20;W. Clyburn;F;EFS;15.5;0.0;25;28.3;18;13.3;4.6;2.0;1.0;0.2;0.3;4.7;10.9;42.9;1.6;4.7;33.1;2.4;3.0;78.7;1.1;3.4;1.5;1.9;4.2;0.0
21;T. Sedekerskis;F;BKN;15.4;0.0;35;27.7;32;8.8;6.7;1.4;0.5;0.4;0.4;3.3;5.6;59.7;0.6;1.5;38.9;1.5;1.9;80.6;1.7;5.0;1.1;1.4;2.2;0.0
22;G. Yabusele;F;RMB;15.3;13.5;27;23.6;13;10.5;4.9;1.0;0.8;0.2;0.1;3.5;6.2;56.5;1.3;2.8;46.1;2.2;2.5;86.8;1.0;3.8;0.9;1.4;2.3;0.0
23;A. Peters;F;OLY;15.3;11.6;40;25.4;40;13.1;4.9;1.6;0.5;0.1;0.4;4.7;8.3;56.5;1.9;3.6;53.5;1.8;2.1;87.8;1.2;3.6;1.3;2.3;2.2;0.0
24;N. Milutinov;C;OLY;15.2;12.7;27;18.1;4;7.8;5.6;0.9;0.3;0.6;0.1;2.8;4.6;61.0;0.0;0.0;0.0;2.2;2.7;82.2;2.5;3.1;1.0;0.9;3.4;0.0
25;J. Bolomboy;C;CZV;15.0;0.0;33;25.5;31;10.2;6.0;0.8;0.8;0.7;0.2;3.9;6.4;61.6;0.3;0.8;33.3;2.1;2.6;81.2;2.3;3.7;1.1;2.3;2.7;0.0
26;B. Colson;F;MTA;15.0;0.0;40;28.5;40;12.6;5.3;0.6;1.3;0.4;0.2;4.6;9.4;48.9;1.4;3.6;38.7;2.0;2.6;79.4;1.5;3.9;0.6;2.2;2.3;0.0
27;K. Punter;G;PAR;14.9;0.0;28;29.1;24;15.0;2.6;2.6;1.1;0.2;0.4;5.1;11.0;46.3;1.5;4.2;35.0;3.3;3.6;90.2;0.3;2.3;2.3;2.4;4.0;0.0
28;S. Ojeleye;F;VBC;14.9;0.0;27;22.2;12;13.3;4.4;0.4;0.8;0.2;0.4;4.0;8.0;49.3;1.5;3.1;47.1;3.9;4.5;86.9;1.4;3.0;1.5;1.7;3.4;0.0
29;V. Poirier;C;RMB;14.5;12.4;37;18.4;5;9.0;5.3;0.6;0.4;1.5;0.1;3.6;5.5;66.8;0.1;0.1;40.0;1.6;2.3;70.6;2.2;3.1;0.8;2.0;1.9;0.0
30;M. Hezonja;F;RMB;14.4;12.6;38;23.3;17;13.5;4.6;0.9;1.0;0.1;0.2;4.7;10.0;47.5;2.2;5.1;43.1;1.8;2.0;92.1;0.5;4.1;1.1;1.7;1.7;0.0
31;K. Mitoglou;F;PAO;14.4;10.9;38;28.2;35;11.3;6.1;0.9;0.8;0.4;0.2;4.2;8.7;48.3;1.0;2.9;34.5;1.8;2.5;74.5;1.7;4.4;1.0;1.8;2.1;0.0
32;M. Fall;C;OLY;14.3;12.3;36;22.6;34;7.2;4.7;2.4;0.2;1.2;0.1;3.1;3.9;78.9;0.0;0.0;0.0;1.0;2.3;43.9;1.5;3.2;1.1;1.8;2.9;0.0
33;P. Lee;G;ASV;14.1;0.0;33;28.0;32;11.5;1.9;5.5;1.7;0.0;0.4;3.6;9.0;39.7;1.7;4.8;35.2;2.6;2.8;92.5;0.2;1.6;2.1;1.8;3.1;0.0
34;N. De Colo;G;ASV;14.1;0.0;21;21.9;3;12.2;1.8;4.1;1.1;0.0;0.6;3.7;8.8;41.8;1.8;4.8;38.0;3.0;3.5;87.7;0.1;1.7;2.1;1.1;3.8;0.0
35;L. Brown;G;MTA;14.0;0.0;38;29.3;38;13.2;2.8;6.1;1.0;0.1;0.4;5.1;12.2;41.5;1.5;4.4;34.5;1.6;1.9;85.9;0.7;2.2;2.6;2.1;2.4;0.0
36;Z. Leday;F;PAR;13.9;0.0;29;30.1;22;10.2;4.6;1.5;0.8;0.1;0.2;3.3;7.2;46.6;0.7;2.0;36.2;2.8;3.2;88.0;1.2;3.3;1.2;1.9;3.6;0.0
37;C. Jones;G;VBC;13.9;0.0;33;25.8;32;12.7;2.1;4.2;1.2;0.0;0.5;4.7;10.1;47.0;1.5;3.4;45.5;1.7;2.1;80.9;0.2;1.9;1.7;1.4;2.4;0.0
38;J. Nunnally;F;PAR;13.6;0.0;32;27.8;13;12.3;3.2;2.5;0.6;0.1;0.2;4.4;8.4;52.4;1.4;3.3;43.3;2.1;2.4;87.0;0.8;2.4;1.6;1.8;2.1;0.0
39;N. Nedovic;G;CZV;13.5;0.0;30;21.8;15;14.3;1.9;2.6;0.5;0.1;0.4;5.1;10.5;48.4;1.9;4.7;40.8;2.2;2.5;86.8;0.2;1.7;1.7;1.9;3.2;0.0
40;W. Hernangomez;C;BAR;13.5;0.0;38;16.2;2;11.0;4.8;0.4;0.4;0.4;0.3;4.1;7.3;56.7;0.1;0.3;36.4;2.6;3.7;70.9;1.8;3.1;1.6;1.8;3.5;0.0
41;J. Lauvergne;C;ASV;13.4;0.0;31;24.7;21;12.6;5.2;1.8;0.4;0.2;0.8;5.1;10.0;51.5;0.6;1.7;35.8;1.7;2.4;72.6;1.7;3.5;1.9;2.0;2.9;0.0
42;S. Wilbekin;G;FBB;13.3;10.9;41;24.7;18;13.0;2.2;3.3;1.1;0.0;0.1;4.2;10.2;40.8;3.0;7.4;40.1;1.7;2.0;87.5;0.5;1.7;1.7;1.8;2.6;0.0
43;Y. Fall;C;ASV;13.3;0.0;31;19.7;29;8.8;6.6;0.3;0.3;0.6;0.3;3.7;6.0;61.3;0.0;0.0;0.0;1.5;2.5;59.2;2.5;4.2;0.9;2.0;2.7;0.0
44;J. Motley;C;FBB;13.0;12.3;36;18.7;19;11.2;4.2;1.1;0.2;0.2;0.2;4.3;6.6;64.8;0.0;0.1;25.0;2.6;3.7;70.9;1.9;2.3;2.0;3.2;4.1;0.0
45;N. Laprovittola;G;BAR;12.8;0.0;33;22.7;26;12.3;2.0;4.8;0.5;0.0;0.3;4.2;9.3;45.0;2.3;5.9;38.8;1.6;2.1;77.9;0.6;1.5;2.3;2.2;2.8;0.0
46;B. Davies;C;VBC;12.8;0.0;28;22.4;18;12.1;3.8;2.0;0.8;0.6;0.3;4.6;9.3;49.4;0.5;1.8;30.6;2.3;2.9;80.2;1.2;2.6;2.0;2.7;3.1;0.0
47;K. Nunn;G;PAO;12.7;12.9;35;27.5;27;16.0;2.7;3.1;0.9;0.1;0.8;6.0;13.5;44.6;2.0;4.9;41.0;2.0;2.1;95.9;0.4;2.3;3.1;2.2;2.7;0.0
48;A. Diallo;F;ASM;12.7;0.0;38;26.9;16;10.6;4.2;1.7;1.1;0.4;0.3;3.8;7.9;48.5;1.0;2.5;38.9;2.0;2.6;75.0;1.2;3.0;1.2;2.7;2.7;0.0
49;L. Mitrovic;F;CZV;12.7;0.0;31;19.6;19;9.4;4.9;1.7;0.7;0.3;0.5;3.7;6.3;59.3;0.0;0.1;33.3;2.0;2.9;68.5;2.1;2.8;1.2;2.5;2.9;0.0
50;E. Bryant;F;EFS;12.1;0.0;24;21.7;8;9.7;3.9;2.7;0.7;0.3;0.4;3.5;7.5;46.1;1.1;2.8;38.2;1.7;2.0;87.2;0.9;3.0;1.5;2.2;2.6;0.0
51;T. Satoransky;G;BAR;12.1;0.0;39;25.0;36;7.0;4.3;4.0;1.1;0.1;0.2;2.5;5.5;44.7;0.9;2.6;36.6;1.1;1.6;72.1;0.6;3.7;1.3;2.2;2.0;0.0
52;M. Howard;G;BKN;11.7;0.0;39;23.0;18;19.5;1.2;1.6;0.5;0.0;0.6;6.5;15.1;43.1;3.8;9.5;40.0;2.6;3.2;83.7;0.3;0.9;1.9;2.7;2.6;0.0
53;J. Grant;G;PAO;11.6;9.8;41;27.6;34;8.6;2.3;3.4;1.5;0.1;0.1;2.9;6.2;46.1;1.1;2.8;41.6;1.7;1.9;86.1;0.5;1.8;1.1;2.3;2.1;0.0
54;M. Teodosic;G;CZV;11.6;0.0;27;21.1;4;9.4;2.0;5.9;0.7;0.1;0.1;2.7;7.1;37.8;1.8;5.3;34.0;2.2;2.7;81.9;0.5;1.6;2.0;2.7;2.6;0.0
55;T. Luwawu-cabarrot;F;ASV;11.5;0.0;28;28.1;20;13.0;3.4;2.3;1.1;0.1;0.5;4.6;9.8;46.7;1.3;3.3;37.6;2.6;3.1;83.0;0.5;2.9;2.3;3.1;2.9;0.0
56;D. Hackett;G;VIR;11.4;0.0;32;24.1;29;8.1;3.3;3.6;0.9;0.1;0.3;2.7;6.0;44.0;1.1;2.8;39.3;1.7;2.1;80.3;0.5;2.7;1.6;2.7;3.2;0.0
57;N. Calathes;G;FBB;11.3;10.7;38;23.7;35;7.1;4.2;4.8;1.1;0.2;0.3;2.9;6.2;46.4;0.8;2.2;35.7;0.5;1.0;51.3;0.7;3.5;1.9;2.2;1.4;0.0
58;E. Ulanovas;F;ZAL;11.3;0.0;34;28.0;32;7.6;4.1;2.8;0.6;0.1;0.2;2.7;6.0;44.8;0.6;2.0;28.4;1.7;2.0;86.6;1.3;2.8;1.1;2.4;2.8;0.0
59;D. Booker;C;BAY;11.2;0.0;28;26.5;28;9.7;5.5;1.2;0.4;0.1;0.3;3.9;8.0;48.4;0.6;1.9;30.2;1.4;1.7;79.2;1.4;4.0;1.9;1.8;2.1;0.0
60;S. Francisco;G;BAY;11.1;0.0;33;19.3;0;10.6;1.7;3.2;0.7;0.0;0.3;3.4;8.7;38.7;1.8;5.0;35.4;2.1;2.6;81.4;0.4;1.3;1.3;1.5;3.4;0.0
61;B. Caboclo;C;PAR;11.1;0.0;27;19.4;19;9.4;4.0;0.2;0.6;0.7;0.1;3.4;5.4;63.7;0.9;1.7;50.0;1.7;2.3;72.6;1.4;2.6;1.3;2.7;2.3;0.0
62;M. Wright;C;OLY;11.0;10.5;17;13.9;2;8.1;2.9;0.5;0.9;0.6;0.3;3.1;4.4;70.3;0.1;0.2;50.0;1.9;3.1;61.5;1.1;1.8;0.7;1.6;2.2;0.0
63;L. Olinde;F;BER;11.0;0.0;17;22.0;13;8.9;3.3;1.4;1.1;0.4;0.3;3.2;6.1;52.9;1.3;3.1;41.5;1.1;1.4;82.6;1.1;2.2;0.9;1.9;1.9;0.0
64;E. Okobo;G;ASM;11.0;0.0;37;24.8;3;11.0;2.6;3.1;0.7;0.0;0.3;3.6;8.8;41.3;1.1;3.7;30.1;2.6;3.1;82.8;0.3;2.3;1.8;2.1;2.8;0.0
65;I. Cordinier;F;VIR;11.0;0.0;31;22.3;27;8.6;3.8;2.6;0.9;0.5;0.1;3.3;6.8;48.3;0.8;2.3;33.8;1.3;1.6;78.0;0.9;2.9;1.5;2.7;2.3;0.0
66;R. Smits;F;ZAL;10.9;0.0;31;22.9;24;10.5;4.3;1.2;0.6;0.1;0.4;4.0;7.9;51.2;1.4;3.6;37.5;1.1;1.4;77.3;1.1;3.1;1.3;2.5;2.1;0.0
67;G. Deck;F;RMB;10.8;9.8;28;21.2;15;9.0;3.3;1.1;0.6;0.0;0.3;3.5;6.1;58.2;0.7;1.9;35.8;1.3;1.5;87.8;0.7;2.6;0.9;1.9;1.8;0.0
68;M. Costello;C;BKN;10.8;0.0;33;22.2;13;9.7;4.2;1.7;0.7;0.8;0.3;3.8;7.9;47.9;1.3;4.2;31.9;0.8;1.2;68.4;1.2;3.0;1.1;2.9;1.8;0.0
69;D. Motiejunas;C;ASM;10.7;0.0;39;17.8;32;8.8;3.4;0.9;0.4;0.2;0.1;3.4;6.2;55.0;0.6;1.6;37.7;1.4;2.0;72.7;0.9;2.5;1.1;1.9;2.7;0.0
70;V. Lucic;F;BAY;10.5;0.0;20;25.1;13;7.6;2.7;1.8;0.5;0.3;0.1;2.3;4.7;49.5;1.2;2.5;46.0;1.9;2.0;92.5;0.5;2.3;1.2;1.5;2.6;0.0
71;P. Dozier Jr;F;PAR;10.5;0.0;33;21.0;22;9.2;3.0;3.1;1.3;0.2;0.0;3.7;7.7;48.6;0.8;2.6;29.4;1.0;1.4;73.3;0.8;2.2;2.0;2.5;1.9;0.0
72;J. Parker;F;BAR;10.4;0.0;38;24.0;20;10.6;4.2;0.7;0.6;0.4;0.2;3.9;8.5;45.7;1.3;3.5;38.1;1.5;1.9;76.7;1.0;3.2;1.2;2.0;1.4;0.0
73;M. Guduric;G;FBB;10.3;9.4;37;21.4;9;9.1;2.5;2.5;0.8;0.0;0.2;3.0;6.6;45.3;1.2;3.5;33.6;2.0;2.2;90.1;0.3;2.1;1.4;2.2;2.5;0.0
74;R. Giedraitis;F;CZV;10.3;0.0;34;25.4;23;10.0;3.8;0.9;0.9;0.1;0.4;3.6;8.1;44.5;1.3;3.8;34.1;1.6;1.9;81.5;1.4;2.4;0.8;1.9;1.9;0.0
75;S. Napier;G;EA7;10.3;0.0;28;23.1;23;10.4;2.1;3.3;1.2;0.0;0.3;3.3;9.0;36.4;1.5;5.3;29.3;2.3;2.8;84.4;0.5;1.7;2.3;1.6;3.1;0.0
76;D. Thompson;G;EFS;10.2;0.0;35;26.0;21;10.9;2.0;2.8;1.0;0.5;0.4;4.0;9.0;44.3;1.1;3.4;32.8;1.8;2.1;83.8;0.6;1.4;1.6;2.5;2.2;0.0
77;N. Melli;F;EA7;10.2;0.0;34;24.4;34;7.3;4.0;2.0;0.9;0.6;0.1;2.8;5.9;47.5;0.9;2.2;38.7;0.9;1.5;57.7;0.8;3.1;1.0;3.0;2.5;0.0
78;R. Beaubois;G;EFS;10.1;0.0;31;23.2;9;10.1;2.2;2.3;0.7;0.4;0.1;3.7;8.2;45.5;1.5;3.9;39.2;1.2;1.4;85.7;0.5;1.7;0.9;1.7;1.3;0.0
79;D. Inglis;C;VBC;10.1;0.0;32;20.5;23;8.2;4.7;1.7;0.7;0.2;0.3;3.3;6.4;51.0;0.2;0.8;28.0;1.4;1.9;71.0;1.3;3.4;1.4;2.5;2.2;0.0
80;K. Papanikolaou;F;OLY;10.0;9.4;38;25.1;33;7.4;3.6;2.7;0.8;0.1;0.2;2.6;6.1;43.5;1.3;3.7;36.2;0.8;1.2;65.2;0.8;2.9;1.2;1.7;1.4;0.0
81;T. Jones;C;EFS;10.0;0.0;34;17.5;8;7.2;4.3;1.0;0.8;0.4;0.3;3.1;4.8;63.4;0.0;0.0;0.0;1.1;1.7;66.7;2.0;2.4;0.9;2.6;1.9;0.0
82;T. Walkup;G;OLY;9.9;9.0;40;26.4;40;7.9;3.0;4.7;1.5;0.1;0.2;2.8;7.5;37.5;1.3;4.2;30.2;1.0;1.3;76.5;0.6;2.4;1.8;2.6;1.7;0.0
83;M. Scott;F;ASV;9.9;0.0;29;22.2;7;10.4;3.9;1.2;0.4;0.0;0.3;4.0;8.3;48.8;1.3;3.7;34.3;1.1;1.3;81.6;1.0;2.9;0.9;1.8;1.3;0.0
84;F. Kaminsky;C;PAR;9.9;0.0;30;17.2;17;8.9;3.4;1.6;0.4;0.2;0.2;3.4;6.2;55.4;0.9;2.1;40.6;1.2;1.8;66.0;1.1;2.3;0.7;2.5;1.7;0.0
85;J. Voigtmann;F;EA7;9.8;0.0;34;20.2;18;7.0;4.4;2.1;0.4;0.4;0.0;2.8;5.7;48.2;0.7;2.4;28.9;0.7;1.1;67.6;1.0;3.4;1.4;1.3;1.2;0.0
86;D. Thomas;F;ASV;9.8;0.0;10;23.3;8;8.5;3.8;1.5;0.2;0.1;0.3;3.4;7.1;47.9;0.5;2.3;21.7;1.2;1.6;75.0;1.1;2.7;0.8;1.1;1.4;0.0
87;M. Belinelli;G;VIR;9.7;0.0;35;22.8;33;14.1;1.7;1.7;0.4;0.0;0.3;4.5;11.0;40.4;2.6;6.8;38.2;2.6;3.0;86.5;0.2;1.5;1.3;2.1;1.9;0.0
88;D. Willis;F;EFS;9.6;0.0;26;23.0;12;7.3;3.7;0.8;0.6;0.3;0.2;2.6;5.4;47.5;1.5;3.5;44.4;0.7;0.7;94.4;0.9;2.8;0.5;1.4;1.2;0.0
89;D. Hall;G;EA7;9.6;0.0;32;24.1;13;8.2;2.9;1.9;1.0;0.1;0.2;3.0;6.7;45.3;1.2;3.0;38.5;1.0;1.2;83.8;0.6;2.3;1.0;1.7;1.8;0.0
90;L. Bolmaro;G;BAY;9.6;0.0;30;19.8;28;8.4;2.8;3.4;1.0;0.3;0.2;3.4;7.1;48.6;0.5;1.8;30.2;1.0;1.4;73.2;0.6;2.2;2.0;2.5;2.0;0.0
91;J. Loyd;G;ASM;9.5;0.0;20;22.5;12;10.5;2.7;2.0;0.8;0.1;0.4;3.4;8.6;39.2;1.5;4.2;34.9;2.3;2.6;90.2;0.5;2.3;1.1;3.3;3.0;0.0
